"iso","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"MMR",2001,9308.13783060656033225,5591526.292141127494191
"MOZ",2001,47.94843722824817637,24003.040108154419136
"MSR",2001,0.44252670263237849,247.51218735905052
"MTQ",2001,1.5642030455957034,862.69280185559747
"MWI",2001,2.5299241233865017,1396.6468659008458
"MYS",2001,24068.03917452008751709,19672904.648636209203295
"NGA",2001,3494.91524358786980239,1366461.74699807838804
"NIC",2001,1853.38217201431335659,1068511.439567240829027
"NPL",2001,59.36401164300781298,36609.546567021991574
"PAN",2001,1186.93557742903143887,737638.781030510455356
"PER",2001,28698.56957434499347020,19262873.095379683218672
"PHL",2001,1655.13987553336523367,1181738.598158821602924
"PLW",2001,7.32442884702067097,5852.180685684689371
"PNG",2001,10238.09836848999815455,8699734.888303349708717
"PRI",2001,29.02792696137044576,17097.53546446365700
"PRY",2001,13533.82066291594779173,5187297.740210356327401
"RWA",2001,10.68536000877258408,6817.628714132518815
"SLB",2001,745.63212844315802005,601733.26409892695861
"SLE",2001,266.80736959211372947,136031.879798537091315
"SLV",2001,11.15520183661349759,6647.16089494371654
"SSD",2001,10.96986719427476816,6360.39168485815857
"SUR",2001,1144.89727470248847830,925895.101630896567396
"SXM",2001,0.07323942758246528,35.18740333169151
"TCA",2001,0.5720265906803386,104.9973439395716
"TGO",2001,2.44437867068060943,763.31579541176708
"THA",2001,2035.38622469285271851,1246717.239031293237011
"TTO",2001,83.47129334891380834,66915.549306624797570
"TWN",2001,62.83498421080401954,38223.349264777968504
"TZA",2001,1579.14805585026713976,956709.725840078481631
"UGA",2001,3741.81969841821074063,1860246.50438657774539
"USA",2001,33.53702004034620170,16054.296592484589982
"VCT",2001,0.07495259433865017,38.42047844041603
"VEN",2001,10437.98148901120190801,6605158.430361661023341
"VGB",2001,0.876992507046441,365.3276188355153
"VIR",2001,0.43871009726454,215.05177148603955
"VNM",2001,12002.35246405738447495,7041838.095459464424379
"VUT",2001,17.42882615772243970,10583.37914972064496
"ZAF",2001,54.06534504158853353,27014.175048296700885
"ZMB",2001,91.93893608351070836,44758.58677732202698
"ZWE",2001,8.99398214801649407,4708.04741561447211
"AGO",2002,3499.63627299536908029,2040163.40228032433077
"ARG",2002,9316.61364011999767113,3387059.039359876801460
"AUS",2002,0.60741974119194882,272.71504714095183
"BDI",2002,3.91871376533284523,2292.50263178651571
"BEN",2002,0.22913985083577476,69.15152185107962
"BGD",2002,619.40670645362728703,371210.17547176970085
"BHS",2002,0.21357198816189236,37.776917476505749
"BLZ",2002,5573.86964100059021196,2795655.337290582180100
"BOL",2002,70601.35638328214574916,37157163.418231976897896
"BRA",2002,1621765.13492838445094268,961960335.619083499932801
"BRN",2002,474.50766387612577934,378590.607484789755630
"BTN",2002,119.90976744171442905,77547.154983622049892
"CAF",2002,7005.03947054714288245,4545336.235884513095415
"CHN",2002,1823.23890451561012880,1011614.113523867633699
"CIV",2002,24185.72165802196027542,10317731.245357587104794
"CMR",2002,10611.60059379507931854,6674991.362042269270250
"COD",2002,168992.51698050747540731,112923262.597703353795388
"COG",2002,9973.61496922038119029,6271325.250536006361731
"COL",2002,63301.81043695720542962,38746614.664683530129726
"CRI",2002,751.78168855979056704,429117.323326474018127
"CUB",2002,2957.85876791061746441,766614.205423959053667
"CYM",2002,0.79971454204752613,167.14513235916628
"DMA",2002,2.00395406994520429,1017.356838829687014
"DOM",2002,451.23647892730794833,183474.870482032021105
"ECU",2002,5692.96059073931327613,4100127.698538022324592
"ETH",2002,1569.22357377258601462,981146.574745851829775
"FJI",2002,19.39814813145399117,10628.073823480813216
"GAB",2002,7001.76982417397471671,4361507.693444557309070
"GHA",2002,4438.27418709824167573,1999550.79663988461006
"GIN",2002,1100.62610566680217100,489256.32241997743830
"GLP",2002,2.73602774757866777,1526.88944582195353
"GNB",2002,137.31916150636395698,36394.979236223615366
"GNQ",2002,1137.85942385557415819,714107.225269350528675
"GTM",2002,16082.24802033195124325,7831394.377799905015759
"GUF",2002,1628.44411660680093704,1288394.365264622352466
"GUY",2002,2824.67050435949288829,1933251.625862615016314
"HND",2002,7343.57958145661956699,3979101.568553607417865
"HTI",2002,17.43798238860460280,9733.633991835259396
"IDN",2002,271745.45197759639186343,267138688.986634534280630
"IND",2002,11717.80559294746901053,6367698.401861075786948
"JAM",2002,280.45324809620561204,149144.091465288794243
"KEN",2002,2973.73250469192332616,1704979.496874181678997
"KHM",2002,18576.43012861295074713,10412247.184619456217324
"KNA",2002,3.0156520921191408,1378.47149068742659
"LAO",2002,13700.20875819630451745,8038135.841764087948270
"LBR",2002,7330.37841642544844336,3627341.610632995885571
"LCA",2002,1.56965677697048608,893.28712010174094
"LKA",2002,524.16033899299287361,204252.045232096836787
"MAF",2002,2.9291831281445324,1040.3188196955232
"MDG",2002,27044.85135033703856139,14525708.609374821559563
"MEX",2002,14328.51109298688851173,6106383.064803518856407
"MMR",2002,12938.64357354007623075,7698228.922960108324213
"MOZ",2002,143.56074946575956725,64092.667929606606347
"MSR",2002,0.7376942802625868,415.4082189410594
"MTQ",2002,2.7554438720713975,1578.81541223989366
"MWI",2002,2.3437524869259982,1053.39055170303825
"MYS",2002,61819.66651296581543211,49858696.237076219323614
"NGA",2002,6131.77328692166876588,2308885.158884363357536
"NIC",2002,5754.75677298882474344,3255858.3701104840516665
"NPL",2002,169.53432575406246505,108165.28642212363224
"PAN",2002,1888.88105030040095528,1137318.8498708028250194
"PER",2002,46059.43163834454667037,30246972.7404597507289235
"PHL",2002,3498.91743197298824493,2432506.945487905722062
"PLW",2002,26.70128954037028196,21852.747082475646495
"PNG",2002,23529.78773425078888039,19948977.052622291668519
"PRI",2002,39.40240780962239829,20783.331125102295277
"PRY",2002,50508.57057817962308719,18006641.846732067343231
"RWA",2002,4.53482884819837803,2697.474213721418635
"SEN",2002,0.22541461602593316,55.775658984673124
"SGP",2002,0.07691609050923666,34.6657120591675
"SLB",2002,2128.64420242941994157,1717322.744379893561236
"SLE",2002,250.36236488640631265,108350.48445135213783
"SLV",2002,52.86365358356986224,33482.91882954463286
"SSD",2002,54.3251320901935351,33480.89684757679317
"SUR",2002,1931.78854082989569473,1528745.964282108879190
"SXM",2002,0.14647448469184027,38.063698053456434
"TGO",2002,2.444499996822103,677.4442666407966
"THA",2002,3856.29008493020252788,2316146.283814204845298
"TTO",2002,73.19418375282171130,40566.581715001874806
"TWN",2002,120.65240410738283192,62049.43137541046543
"TZA",2002,843.40135033792788329,454271.331102698088765
"UGA",2002,667.81053529793996528,364607.79424943365979
"UMI",2002,4.312646207456597,0.0
"USA",2002,12.71152890239800388,5489.993507773741730
"VCT",2002,0.07495259433865017,45.03140339512969
"VEN",2002,11322.79990641845302238,6326530.530241753091047
"VGB",2002,0.9500606436154513,420.8312557570644
"VNM",2002,11029.97110072047441022,6401951.6018836778554187
"VUT",2002,18.7158764394911035,10982.14939266964020
"ZAF",2002,350.00246313548535981,172672.066325711926431
"ZMB",2002,62.40147400261554195,31817.773799183535324
"ZWE",2002,14.46358335918511274,7641.76906522098619
"AGO",2003,2963.52306202601656788,1715538.684398185961606
"ARG",2003,14448.23558300680529622,5251097.370941654393154
"AUS",2003,0.6072645923057726,321.02239986878891
"BDI",2003,51.55890953198690182,30052.513201915213649
"BES",2003,7.12073436079210492,0.0
"BGD",2003,266.91833755532962063,157150.568189018588425
"BHS",2003,0.21168965406250001,14.454821893380828
"BLZ",2003,2997.82442094786299108,1427826.106337805694888
"BOL",2003,77166.55542595520469964,40880847.704354004833077
"BRA",2003,1570575.59144273139228188,918181096.353598243824463
"BRN",2003,379.43454884667158516,296628.233605885719666
"BTN",2003,84.66540713421441101,52705.265168631105375
"CAF",2003,3025.74294312088089232,2084366.53763321170083
"CHN",2003,1590.32110832534635757,871844.127033327265558
"CIV",2003,16572.56237523709642765,6923016.09338173167839
"CMR",2003,9967.20681077520301441,6353056.381487843847906
"COD",2003,78138.09807912371445386,52900007.782263932069215
"COG",2003,9875.14234463696961196,5933094.146039568388920
"COL",2003,32049.99556214046470758,19460068.7751141079470355
"CRI",2003,591.06263445882720798,339807.006522306290531
"CUB",2003,201.58485332779293656,162771.148421998067041
"DMA",2003,9.72457471528754272,5407.64100982931057
"DOM",2003,460.63568804336697824,197574.849260102453134
"ECU",2003,3378.98512882849373314,2412915.316021331005986
"ETH",2003,2542.49198463389016387,1600228.596206308885000
"FJI",2003,53.21087267159288509,30314.66550818811259
"GAB",2003,10674.32098277131399992,6672960.829719394088107
"GHA",2003,1875.10467343907574553,840239.80176923776817
"GIN",2003,287.43739984522355340,136446.588967319962952
"GLP",2003,3.8448387700727006,2056.05216210836503
"GNB",2003,14.2699600629378273,4127.8591227185353
"GNQ",2003,960.26353044210941416,608200.86186953790531
"GTM",2003,24304.71989073510844793,10753203.545849950474523
"GUF",2003,1267.39961934566525578,983595.968789730172159
"GUY",2003,4216.48343853770739488,2813459.492361204908132
"HND",2003,8855.60342249310555517,4807059.535681159997684
"HTI",2003,14.33538363853841206,6535.59597717597932
"IDN",2003,248435.59290556979781833,253681087.842171577342405
"IND",2003,10845.98158260001753664,5793473.502877196381861
"JAM",2003,152.36760226338323593,84081.557369520218984
"KEN",2003,1568.12530771648068284,974203.563050016403310
"KHM",2003,24054.02849239806049350,13130595.510988115090265
"KNA",2003,5.00276932273871445,1972.10557752824242
"LAO",2003,20470.79879418615735607,12053082.738675475794335
"LBR",2003,4820.83807672931894366,2398359.483258573755054
"LCA",2003,1.86830529101182713,1090.79245111730257
"LKA",2003,991.42360557821835875,370861.89081716479616
"MAF",2003,2.41663369414171051,968.61574374932291
"MDG",2003,15332.51362203851146557,8306907.817686339830942
"MDV",2003,0.6888663331255426,33.09228795597424
"MEX",2003,17924.50715487921212679,7612043.016105184486746
"MMR",2003,13768.18041280558054331,8450660.826848970458120
"MOZ",2003,91.65641669239584507,40538.366471055605685
"MSR",2003,0.36880606970920143,209.095255959659574
"MTQ",2003,6.70269943120008622,3409.819707069587207
"MWI",2003,9.6625078155126974,5093.21211728175034
"MYS",2003,60415.79557518508516232,52205958.130442904358325
"NGA",2003,1830.25095880257541560,667388.218765732815910
"NIC",2003,5123.65370342392923950,2894506.876397966911386
"NPL",2003,284.62969253626522344,184485.247464804397585
"PAN",2003,1574.85954755153398975,941948.494560621323874
"PER",2003,43732.98104357449905749,28660045.438574518160146
"PHL",2003,4274.66199019576765433,2907478.575604279539488
"PLW",2003,3.35690815748155419,2585.302373162038014
"PNG",2003,15365.85033484096530393,13221677.241230953142604
"PRI",2003,83.34167228755533328,45920.49402308725788
"PRY",2003,74443.58741546354287479,24549648.808089046174544
"RWA",2003,28.97537139098889984,17363.380402619837366
"SEN",2003,0.22544722504069012,50.9289428423584445
"SLB",2003,1276.21785922356593534,1019339.24686471526623
"SLE",2003,176.19085482142199048,84657.377019625663827
"SLV",2003,9.58335945795844326,5426.49506540849721
"SSD",2003,48.3469954515985838,28482.69296295961165
"SUR",2003,2243.05149487732513894,1704439.450445012871061
"SXM",2003,0.14648413868489582,40.818615717396064
"TCA",2003,1.78853346906141495,308.95242557724896
"TGO",2003,1.52774851750976586,445.64079510358886
"THA",2003,4246.34985604942360682,2521968.707346076910947
"TTO",2003,50.11670488185004745,27463.841051979165620
"TWN",2003,65.20640405950304610,37849.41828711257385
"TZA",2003,726.59339496534261833,369419.272785869577714
"UGA",2003,1521.07150665512025864,894339.128817658697823
"USA",2003,8.93056397267795129,3861.768235123620429
"VCT",2003,0.5246463214973959,230.69158422889268
"VEN",2003,20775.27839954103218555,11901175.636168535766872
"VGB",2003,0.43850035617296006,180.13977603349352
"VIR",2003,0.80434847817491329,386.607826922408743
"VNM",2003,9522.16101117388144370,5482860.975634269034603
"VUT",2003,329.79501748273458083,188305.553144370970357
"ZAF",2003,326.88136395899297289,180293.483804812973324
"ZMB",2003,133.07355664063639212,62950.14331195832336
"ZWE",2003,8.6201481771614574,4840.0837096203205
"AGO",2004,2354.97632785249856204,1342136.94048436750512
"ARG",2004,28083.66111524194087448,10354835.109775907271765
"AUS",2004,0.45553511205512155,212.112338200572086
"BDI",2004,2.7658422863812936,1615.7142702962989
"BES",2004,0.07346776039062501,26.48473974476601
"BGD",2004,347.56188045675465254,184477.806219471451564
"BHS",2004,4.51156650117946917,985.80145337432106
"BLZ",2004,2102.79123128959941547,945412.057425277360637
"BOL",2004,96610.91727166816180020,50806031.167445428733140
"BRA",2004,2016477.15875671515194142,1228463426.458895878529438
"BRN",2004,584.78237855187312054,452602.733698873054800
"BTN",2004,337.17192356522135431,221241.66709954370223
"CAF",2004,4096.37874875210328560,2690783.230407037161314
"CHN",2004,3421.80220966676878299,1870244.288776384834264
"CIV",2004,11228.83703381559251129,4782041.555659108421895
"CMR",2004,9049.34523566601325441,5598251.603012963152824
"COD",2004,123521.15989301239538716,82152021.415938312471930
"COG",2004,4995.59894056906806902,2971110.148607399589642
"COL",2004,81694.74883572596331719,49570304.884320281692567
"CRI",2004,602.67116701308055735,355690.519725602362092
"CUB",2004,651.64005252844281857,251657.4796708036695925
"CYM",2004,2.10855836277994822,519.629365486639244
"DMA",2004,22.12330750501247884,12683.30868703239457
"DOM",2004,1065.76078972556248344,470862.462581165464716
"ECU",2004,5436.24717555498690379,3719164.713944103519883
"ETH",2004,2729.93030395607771226,1562673.187838331386026
"FJI",2004,231.14562265322573482,132024.526659640121407
"GAB",2004,5698.65092538940104416,3580066.906527732770004
"GHA",2004,1582.79655230024674030,719722.82106478317558
"GIN",2004,552.59577399403112080,252349.900236669581233
"GLP",2004,8.58169741017252615,4709.011923601876457
"GNB",2004,75.94738958341142498,22907.511874371186390
"GNQ",2004,210.82551511441545682,127930.13157063881482
"GTM",2004,17270.27776683077867088,8166356.851010996328932
"GUF",2004,3268.53743244851564319,2541209.262544103850034
"GUY",2004,2630.27736302563699427,1800709.59466523833905
"HND",2004,7114.62616364494498346,3846308.114521120378680
"HTI",2004,52.92761232347118581,28224.465103646431726
"IDN",2004,479153.27683457998310366,493856506.621190660692927
"IND",2004,19166.08647637297726281,10514030.860691695009408
"JAM",2004,979.76680863567897631,512412.478874492017070
"KEN",2004,2973.69219999076880005,1698228.361164255725388
"KHM",2004,44062.85744514967804730,24858920.173074967417614
"KNA",2004,4.19277861505642407,2118.478435010807383
"LAO",2004,17946.90051033895505809,10529426.07890886711098
"LBR",2004,1782.41996293179224807,883532.28717651953450
"LCA",2004,6.95181299321180645,3572.502629409895435
"LKA",2004,466.73718752559147813,184459.525879867889457
"MAF",2004,0.87876646094509555,386.58184011263772
"MDG",2004,20283.01778544939911146,11029565.379642200661944
"MDV",2004,0.68833650734429255,107.07975812254034
"MEX",2004,18119.27919531099135116,8037737.984134697470618
"MMR",2004,23286.00527314928445319,14143505.965586308738868
"MOZ",2004,184.78721596536624101,78689.943882907856958
"MSR",2004,3.4663019441992187,1894.76102283540499
"MTQ",2004,13.40168519382215849,7375.13676307804096
"MWI",2004,6.20259859858507123,2975.29732748629664
"MYS",2004,113421.74637249862841581,97706078.872441979414640
"NGA",2004,3055.25118745551878682,1102337.116456026716784
"NIC",2004,3182.50392480362436584,1796843.670036045765479
"NPL",2004,174.51839004270400386,103737.361235553644576
"PAN",2004,2478.12498515935507316,1505104.925750320096735
"PER",2004,62035.26670918316094118,40587210.855324879469286
"PHL",2004,7078.36582833973414727,4856130.516399671163697
"PLW",2004,7.01906228942735471,5855.298528500015604
"PNG",2004,25102.87714829860478333,21281945.530294944977050
"PRI",2004,58.93001494174696632,32504.080069897127104
"PRY",2004,65084.53105674635810441,24489839.335161829171938
"RWA",2004,6.99410998955179865,4481.89318641139027
"SEN",2004,0.07511126604112413,32.717919687980050
"SLB",2004,2200.65792477184470174,1775485.028886395291384
"SLE",2004,234.56253496750655713,105170.329278156839220
"SLV",2004,77.72682384445747189,48374.350923885911353
"SSD",2004,80.8763834343866381,47925.849864781278464
"SUR",2004,2814.20873408792944713,2186859.91831573416388
"SXM",2004,0.2929473428710938,92.80779641326276
"TCA",2004,2.2879522955512153,401.22863296303433
"TGO",2004,0.07638703037814672,20.329782921473477
"THA",2004,8034.23267828991453419,4761454.440347320591644
"TTO",2004,152.30712593606505399,81722.085918107974885
"TWN",2004,387.5692608856564630,234681.30451907880357
"TZA",2004,724.48183562753031979,343541.183083937213575
"UGA",2004,1587.09893249973036640,927276.345090089024126
"USA",2004,31.69462981866321333,13334.755343447955863
"VCT",2004,2.0986255230550132,1169.44596656797226
"VEN",2004,15923.98275154674255700,8886724.991229993499247
"VGB",2004,0.95005181121961816,361.43338177006459
"VIR",2004,6.5811902182997019,2714.44292749018264
"VNM",2004,21113.33595742880725152,12496478.091365350659200
"VUT",2004,110.19350775493924969,62561.79056962571766
"ZAF",2004,430.21307533398888887,228319.19431785209612
"ZMB",2004,431.90642735045280201,204150.858737214617455
"ZWE",2004,20.61857423467448876,11559.125697023791344
"AGO",2005,3110.38522961697045921,1767540.08175983286236
"ARG",2005,31423.82096787349303750,11427013.832998767415125
"AUS",2005,0.6074644885997179,239.66743646660868
"BDI",2005,15.44141162908989866,8632.4696084657470
"BEN",2005,0.22906319317626954,70.28254602688363
"BGD",2005,306.00679136436521560,173774.409752273075026
"BHS",2005,2.83232223570420982,289.896185504491222
"BLZ",2005,3208.31447683905873629,1520825.802125297174349
"BOL",2005,137830.80030634297408354,73829481.908978295905978
"BRA",2005,1824425.46707177366570386,1159492758.125740837189481
"BRN",2005,602.98764716093970600,453039.787147721227662
"BTN",2005,315.95689397594186891,209993.383404911905349
"CAF",2005,5466.01443146988714983,3531379.93096910724762
"CHN",2005,3075.79346414711202416,1721406.615704773875906
"CIV",2005,6007.01465691414587268,2380324.407016236708895
"CMR",2005,11078.70254526285164599,6910734.563859367840130
"COD",2005,149894.20684274754286790,100109834.248214803463184
"COG",2005,8608.22605276291600407,5251904.495878704227969
"COL",2005,58906.21358729836086047,36161393.728333018141194
"CRI",2005,868.43470178450115296,492049.351648766460928
"CUB",2005,1023.73535993041266233,351714.7169079351602755
"CYM",2005,2.47158031576931496,984.227354204405190
"DMA",2005,13.28584508893500302,7731.66202850898892
"DOM",2005,4977.01761852260914317,1900237.74386823126797
"ECU",2005,6205.42335129544914409,4503733.201447436692357
"ETH",2005,2302.29218866907951620,1255489.665778013458118
"FJI",2005,153.43655265883762185,85546.03569466384921
"GAB",2005,10815.80176693033314147,6771106.322778631934557
"GHA",2005,3405.59775992662993060,1545143.765919994649405
"GIN",2005,270.57807526315291273,119343.303190863702293
"GLP",2005,6.80624069312120058,3671.16096179924719
"GNB",2005,76.26342669536998016,19065.97404207632994
"GNQ",2005,900.48385636522862703,556150.171706793920029
"GTM",2005,33387.58261004802658696,15245255.910868632312345
"GUF",2005,2028.10358142908538118,1570827.60420738730576
"GUY",2005,3578.78143089188333844,2470850.466657354703328
"HND",2005,14157.54386369211091020,7843610.222017389378575
"HTI",2005,36.60767439726455731,17582.67309545363609
"IDN",2005,478405.81261249811750505,499368174.722727243971555
"IND",2005,15147.70267644973936759,8302918.949377995383872
"JAM",2005,3164.15957272310730270,1716870.196032014857631
"KEN",2005,1703.29024011286575361,986610.34707109993045
"KHM",2005,35968.71377469606655880,20807688.154653681655511
"KNA",2005,4.56139207467122334,2276.09439260937175
"LAO",2005,21601.35743266083926339,12774270.136162653724485
"LBR",2005,2168.34263400478676918,1040138.347091252154679
"LCA",2005,5.53132415788248736,3333.638743314454676
"LKA",2005,546.64128911216362201,218121.621067545528068
"MAF",2005,1.0984770277376306,392.72771593905844
"MDG",2005,22517.44351831580897492,12074422.047534584081417
"MDV",2005,0.30594948389729826,0.0
"MEX",2005,23057.64644904133325293,10228473.6912982611501095
"MMR",2005,23420.62314724472179644,14455478.7434348049036186
"MOZ",2005,278.99545067974419040,132463.219174252960870
"MSR",2005,9.5158042307519561,5718.8742274500371
"MTQ",2005,7.3711137326774091,4208.17794577690114
"MWI",2005,5.79141377649793805,2930.60077236557347
"MYS",2005,114495.83696582495899475,99342104.522250765938296
"NGA",2005,1922.27534910070234710,758014.444360047858125
"NIC",2005,11309.70908906980898257,6494833.973702686198368
"NPL",2005,234.56905637469078222,151671.64571057390001
"PAN",2005,2336.46963540570826685,1434235.643317672611583
"PER",2005,97398.75877497526301779,63783073.317487773800765
"PHL",2005,6332.62346172320920250,4254808.080663368455960
"PLW",2005,15.64008217338568623,12939.994410333174916
"PNG",2005,16365.19274141338476424,13593955.180698166828751
"PRI",2005,54.17298763534721078,29345.876378561434428
"PRY",2005,57704.73117824591137863,20808605.733393250882500
"RWA",2005,14.29623145022393312,9414.37162886706141
"SEN",2005,0.07511642530707466,43.206097581435846
"SLB",2005,3842.55981728837045731,3083836.338311943585626
"SLE",2005,166.69141944233751918,80062.621588011337285
"SLV",2005,31.28639773261881766,17845.54782476496688
"SSD",2005,46.2644874665444556,26485.17647992117883
"SUR",2005,1808.21629178068296969,1372831.347741765023810
"SXM",2005,0.4394192860221354,161.59752379575764
"TCA",2005,5.07724221241645055,851.598216448873734
"TGO",2005,1.6041379882302518,419.8446232821871
"THA",2005,10678.21794811388422160,6376900.938933540050820
"TTO",2005,94.22882641943627984,52390.78489083297548
"TWN",2005,274.24542571335379606,169030.04239159249002
"TZA",2005,751.11089658965307716,382527.914862480424939
"UGA",2005,2899.40048435900386478,1500929.00621815060905
"UMI",2005,45.75755088320976,0.0
"USA",2005,10.97109243607313416,4643.941012998234062
"VCT",2005,3.07181862311957507,1707.86854660575935
"VEN",2005,15565.21658443843510939,8491291.752898032524672
"VGB",2005,1.6078772765516496,667.08056769736622
"VIR",2005,0.36561744881727433,117.537979620443478
"VNM",2005,27778.73597780331882600,16831767.168399481679249
"VUT",2005,52.84166512325683712,31907.79121250871161
"ZAF",2005,522.32868883200067655,293061.873966273313425
"ZMB",2005,242.91232141524587845,114403.442806693841157
"ZWE",2005,27.48407887379124200,15399.574452434102286
"ABW",2006,0.07516239089138456,24.575413518195255
"AGO",2006,1400.68888075084998288,722168.553271720511051
"ARG",2006,24100.81244811376707062,8934320.493963605254345
"BDI",2006,5.76207786249213327,3180.44182881305084
"BEN",2006,0.0764804041083442,23.891973633358585
"BES",2006,2.49591197905815943,19.627859272771023
"BGD",2006,677.31534766448045030,393528.92189617114509
"BHS",2006,17.1428358206098086,1006.16824211821241
"BLZ",2006,1897.12887374544617570,902825.918121666969561
"BOL",2006,118804.15367748103583445,62743562.481668666575049
"BRA",2006,1415580.29786524282074073,892316654.228031079000153
"BRN",2006,442.35099291702004317,349560.474116147151802
"BTN",2006,256.30307394337024194,165371.696195379020866
"CAF",2006,5684.24553298379576230,3790436.308103035157354
"CHN",2006,4804.34023199832668413,2723001.55120907276080
"CIV",2006,16767.60592910092300762,7214955.06456432124710
"CMR",2006,14845.90192419758574326,9157807.807101097804714
"COD",2006,146457.10365326292392735,98266191.194454608696498
"COG",2006,11788.06632957851182238,7314037.533141757480289
"COL",2006,56050.96674109302353110,33657618.058231620090941
"CRI",2006,712.83560925592932251,414752.22347561714542
"CUB",2006,467.46983143267030079,202777.6014447425293167
"CYM",2006,2.98091570308051251,880.56395815534577
"DMA",2006,4.67693955810546924,2778.711800773610915
"DOM",2006,535.06488386347977195,236462.164690398356728
"ECU",2006,6438.10239666079498196,4448371.093367753403835
"ETH",2006,2562.24733766789923718,1537753.53202520125151
"FJI",2006,168.31762538212468772,94815.185262009661313
"GAB",2006,10494.88135672232112979,6449895.224808793715488
"GHA",2006,3653.71551413628931207,1597774.74287611541320
"GIN",2006,235.08685377833347701,121495.208008217332195
"GLP",2006,2.95784273417588967,1592.33258615139927
"GNB",2006,48.84465673658365388,14863.000612712395268
"GNQ",2006,761.37650748298194009,477713.750786531882975
"GTM",2006,18336.68055188647171083,8773265.000912053795207
"GUF",2006,1943.56576389811898369,1531944.45733046167123
"GUY",2006,3744.20158842990277442,2604281.759501011367156
"HND",2006,14165.52696267000883373,7830408.108015541431070
"HTI",2006,21.95558692202908431,11068.999031262453999
"IDN",2006,468382.03588950564343990,425441314.872320177507656
"IND",2006,15125.48558068228642478,8131482.530217617453798
"JAM",2006,456.84368015035767590,247428.788555716393905
"KEN",2006,3339.87226300008530252,1924629.74547122379274
"KHM",2006,43256.09017190602694636,26127241.947347161108623
"KNA",2006,7.79960949640624825,3781.55806686440142
"LAO",2006,33977.92893868598498415,19721356.771433943565545
"LBR",2006,6005.17714793247901770,2931662.959109333564678
"LCA",2006,1.86822840465277794,1023.24390642963760
"LKA",2006,413.12915873806540407,187067.17243272473166
"MAF",2006,0.6590684050477429,252.34320872782814
"MDG",2006,12821.23145794308781327,6858833.478243191451486
"MDV",2006,0.45911258166229253,0.0
"MEX",2006,19397.94228039944018085,8395091.4913333421259677
"MMR",2006,23065.64980362275449553,13854623.422678445949340
"MOZ",2006,278.60854356718483390,130112.549773033213717
"MSR",2006,3.61416524111545153,2005.02946268927546
"MTQ",2006,3.4994491926177302,1930.0825110705998
"MWI",2006,16.47069978570909687,9558.815997282900554
"MYS",2006,113080.48788819630437986,97547070.175899933653572
"NGA",2006,3457.78104906930336624,1319644.660527636531835
"NIC",2006,8819.84287041205865743,5097324.524834688766445
"NPL",2006,249.64680414142689502,147501.375562730234919
"PAN",2006,4570.55968369619794951,2779307.447651142084403
"PER",2006,58812.64877167267221746,39462311.338133392378685
"PHL",2006,7143.54876222148102354,4826037.937399537687376
"PLW",2006,17.01434526852321871,14419.878298482493766
"PNG",2006,24784.75429220227636441,20796792.574436558253035
"PRI",2006,81.81190586811417079,45323.484989913534879
"PRY",2006,27948.99361576837600670,9971638.912457012576300
"RWA",2006,39.35351762318977243,25207.26190033836037
"SEN",2006,0.15036735818576388,55.441130536922714
"SGP",2006,0.2307315557248264,132.9014884578435
"SLB",2006,2495.69598574500476699,1997688.670889582319878
"SLE",2006,786.65991257958830025,375661.304894836408615
"SLV",2006,47.85744959711913111,27889.93848088477052
"SSD",2006,46.72494900692141608,27009.94845615849996
"SUR",2006,1892.55735463091389251,1481287.060991544244000
"SXM",2006,0.07324318673177084,21.42996668908685
"TCA",2006,1.07254516095052087,223.512920915589106
"TGO",2006,0.22916934126871744,63.5304295171676
"THA",2006,9554.23242759260279961,5605749.833344586078081
"TTO",2006,120.98312647874407902,68763.137405765572205
"TWN",2006,308.56582843100467076,195852.99054474160202
"TZA",2006,738.67814813357721174,349200.262894959779786
"UGA",2006,2891.14690841572622384,1347609.304655337361274
"USA",2006,20.03894282158420271,7112.967498226876055
"VCT",2006,0.07494451470865886,45.44665287529154
"VEN",2006,14243.90769917595033786,7993373.140043986881128
"VGB",2006,1.16938403597873271,485.67153680560585
"VIR",2006,1.60869885342990479,755.30868443721657
"VNM",2006,20138.14191566130032504,12566513.475623949435781
"VUT",2006,68.08932524685872246,37447.99309216364975
"ZAF",2006,438.85906843579736513,245527.78173778667383
"ZMB",2006,277.0529285823396156,132682.36242166635435
"ZWE",2006,25.50500984544270983,13599.24775083171877
"AGO",2007,8060.48845493937315391,4747047.572076335463306
"ARG",2007,18688.02539578584985345,6906178.196342649830944
"AUS",2007,14.19914697762100314,8130.2997245101965
"BDI",2007,13.9829288169070121,7991.44728084012312
"BEN",2007,0.07629498788492839,24.250814062513285
"BES",2007,0.22034346194010418,65.33156282969043
"BGD",2007,369.72685404533918127,214842.38962012707864
"BHS",2007,8.51543140592339655,1520.532041883805891
"BLZ",2007,4123.10294803383134776,1908026.313247365720298
"BOL",2007,114376.00982016256854001,60248532.981465418123787
"BRA",2007,1149563.43289540571566729,704403119.476429901129863
"BRN",2007,639.47394696543614731,515760.800079922232155
"BTN",2007,186.08819136722874858,127631.373700403206470
"CAF",2007,8400.45584395565672006,5419731.633545149817735
"CHN",2007,7513.89632367891832768,4125564.84563760879995
