Territorial emissions in tCO₂/person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Côte d'Ivoire,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Korea,North Macedonia,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Republic of South Sudan,Romania,Russian Federation,Rwanda,Réunion,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1980,0.140654433,1.757788398,3.544221158,,0.64038054,,2.202222256,3.877140546,2.462359531,9.401930397,13.89675814,6.892941972,7.223776684,35.62917873,21.73582096,0.090518542,2.658700582,9.901197453,13.71818008,1.312795849,0.125153269,8.140016802,0.052940709,0.812226033,10.23130902,3.937073494,1.050120501,1.522554272,2.63858133,36.59676141,8.601936217,0.062361468,0.033982296,0.046102902,0.456097384,18.06689592,0.381138213,,0.043994972,0.047377292,2.188341447,1.521312895,1.687571475,0.145074438,0.221691223,1.660642457,1.014164336,3.815459524,3.198456292,56.17369351,4.799750341,17.982115,0.670692128,0.130481896,11.76226131,1.073919925,0.502069117,1.116612808,1.647917334,1.032628368,0.470038536,0.207511973,,23.90948305,0.052009604,9.786779393,,1.229354838,12.16451459,9.514248007,,1.791785612,8.843805318,0.219250027,2.778125955,14.14208287,0.209308766,,5.467700739,11.26132599,0.502245935,,0.642923555,0.193787607,0.176267827,2.29768073,0.131948424,0.539440284,3.334348356,8.0952798,8.156381017,0.41862689,0.640266968,3.128032788,3.322125111,7.746535562,5.603951068,6.860226409,3.954679506,8.032944174,2.118180182,16.25905702,0.382359461,0.482002203,,16.47814067,5.415136342,0.056666846,9.018649421,1.987311815,,1.054566138,9.039193714,6.312442507,10.34367203,30.44363984,2.150636688,0.180361062,0.11329794,2.121157801,0.266655346,0.053080461,3.064567864,,,0.418273385,0.617783666,3.954553791,,8.874133611,4.037743406,2.770292742,1.279776458,0.803808472,0.280236178,0.164609934,,16.31696136,0.034697735,12.50013889,13.44961945,5.553850319,0.612204308,0.091730725,0.932609431,1.007423701,6.347191583,4.776135369,7.777469935,,5.938207029,0.396055485,,1.587951274,0.588864683,0.482475628,1.375722699,0.761440432,13.04365036,2.736107358,47.14975671,0.0743891,8.84992622,15.39960966,0.094261455,,0,,0.933792639,6.000655093,0.340900633,0.466595919,0.414607551,16.63834301,0.584936295,6.169620458,1.459090213,0.180615933,12.67664947,11.88218541,7.130423808,0.439041717,0.138048044,7.745088686,3.524302707,5.705585343,0.226758599,0.20553467,6.316513468,0.777410603,8.627977001,6.407639806,2.329116433,4.613994667,2.820439623,0.097089497,0.868374535,,0.279915155,0.41675973,15.00143636,1.443504836,1.705917174,10.17910841,0,,0.047125773,13.50423781,36.31327117,10.28001328,21.54950261,1.969868811,5.630223472,0.527167474,5.959103229,0.316963344,,,0.359969834,0.615914376,1.363702257
1981,0.17736131,2.452755975,2.394767457,,0.61018667,,1.632860041,3.581450574,2.394506603,8.905676047,14.32077397,7.379139333,6.992882529,12.27605327,22.57054288,0.091534038,2.690275007,9.655900743,12.55371007,1.231480735,0.098257826,7.204630196,0.129126705,0.815454231,9.619462972,4.248330371,1.025289317,1.368754936,3.832635983,10.60901911,8.91992927,0.078179549,0.035083281,0.047207372,0.602454534,17.3127581,0.102526474,,0.055538486,0.047366601,2.092104283,1.480545332,1.652368018,0.140928914,0.251649256,3.756022553,0.901208785,4.125485227,3.322668492,53.44660689,4.504998763,17.76073809,0.448349562,0.136769964,10.08700832,0.880269311,0.502385784,1.042471646,1.993726027,1.133701205,0.39978695,0.234436774,,23.31393596,0.051927974,10.08139775,,1.630564764,10.70932203,8.502960813,,1.952490349,8.536826444,0.21208972,2.708392474,13.49720406,0.240326669,,5.321736058,10.40280763,0.615656046,,0.551182597,0.195223335,0.169121032,2.307339108,0.131754174,0.464045818,3.666334367,8.084923909,7.570966987,0.441828819,0.661213805,2.791656767,2.267783492,7.609581447,5.506681741,6.638612801,3.419322948,7.82894657,2.525388495,15.67963251,0.388372141,0.473729293,,15.98168117,5.205547718,0.044562537,8.798049188,1.930548866,,0.972463047,9.21203786,5.847865541,10.08432804,26.02661926,2.150988158,0.111270284,0.092616579,2.276345315,0.280744771,0.052420965,3.39614458,,,0.408400663,0.559152491,4.097818219,,8.635775757,3.803254446,2.990933606,1.611399419,0.777805709,0.212972234,0.164848544,,16.19815369,0.028377953,11.54295065,9.254599675,5.239791408,0.628344398,0.106866478,0.875426155,1.03707897,6.2733004,5.118023977,7.757518254,,5.589871554,0.406226628,,1.658785518,0.609294895,0.43726502,1.339858303,0.695021451,11.40821533,2.739289778,43.54447636,0.07056345,8.873424,15.02537645,0.110419653,,1.135419895,1.2795381,0.768822281,6.616975866,0.338660332,0.462988146,0.443359887,16.41702903,0.560472274,6.682249885,1.500500531,0.201477521,10.48512025,11.66358755,7.692713117,0.560607376,0.046302084,8.503255811,3.603997789,5.458251433,0.263545076,0.191325886,5.396438558,0.707583454,8.33326628,6.10863154,2.883056531,4.078784358,2.692017896,0.105917622,0.80302749,,0.241460218,0.491832394,15.08924079,1.458989776,1.76039786,9.756407747,0,,0.038857798,13.18566476,33.41898598,9.939641654,20.76816734,1.805752786,5.398838931,0.42433016,5.869618848,0.325999844,,,0.443420447,0.569395645,1.252963088
1982,0.207626883,2.402883882,1.958640599,,0.518064296,,4.493569009,3.573348216,2.414076654,9.878160847,14.37200056,7.074792681,7.022237611,9.727492387,25.14085065,0.096575773,2.52251195,9.774059202,11.87966169,1.129920149,0.109150956,7.282380654,0.141747757,0.724055176,10.66661013,3.867676584,1.074477351,1.33916037,3.081840357,13.28166276,10.01553428,0.078566563,0.034233099,0.050922255,0.698122004,16.51114885,0.112282766,,0.057909699,0.044384087,1.734106249,1.585211332,1.666811773,0.137247049,0.702592651,2.947368421,0.811751699,3.769155533,3.484482697,59.74861189,4.534727898,17.568635,0.620756161,0.107976057,10.45870804,0.980203317,0.554952772,1.047967084,2.243786517,1.224405655,0.380899254,0.232088959,,23.6015873,0.039606708,10.37043746,,1.233619955,8.903612513,8.106902979,,1.933487436,8.287391478,0.209847554,2.739476176,13.08759531,0.234621027,,5.405582961,10.06252313,0.645244163,,0.491872807,0.189905451,0.166427914,1.799935611,0.139051368,0.435670765,3.797786102,8.127248109,6.811256651,0.446233715,0.680183681,3.2416683,2.099465554,7.407919305,6.12789278,6.483582828,2.825051396,7.535027708,2.599664471,15.71069344,0.269213016,0.407259793,,12.75941197,5.196020056,0.045617862,8.905408751,1.862916037,,0.291760801,9.360129379,4.040250691,10.1906125,24.44852337,1.88416468,0.106989871,0.087420352,2.201123207,0.272926778,0.047441975,3.861712025,,,0.552463443,0.510040887,4.30114544,,8.71360416,3.767151926,2.734317417,1.621525934,0.814806549,0.21205988,0.160595415,,16.23826903,0.027060417,9.337025977,8.30311844,5.735028271,0.604454988,0.113063633,0.845008831,1.078916372,6.317779178,4.63157626,7.512179427,,5.034257196,0.423435763,,1.599075624,0.601372871,0.418983676,1.284403081,0.68393229,11.63266576,2.927974408,39.4580433,0.072425759,8.726717691,15.21613912,0.107594332,,0.562308165,1.541150629,0.900042791,6.623500411,0.369849689,0.395194295,0.471926366,14.09616366,0.505393123,6.114042694,1.268487996,0.15766,11.31991262,11.46882667,7.014786645,0.483156843,0.120659195,9.039698615,3.572834359,5.492014156,0.289330362,0.193004094,4.958016157,0.687252833,7.464185059,5.724608791,2.561773756,4.032809508,2.666801904,0.104795521,0.782212454,,0.270518429,0.453601015,15.90576767,1.378445554,1.876170117,9.698393731,0,,0.039243369,13.38636345,31.47031826,9.711941688,19.50557123,1.629239167,5.370286639,0.414519831,5.799091991,0.329694233,,,0.601035707,0.57640862,1.12507216
1983,0.253229454,2.471185212,2.538614168,,0.549817947,,1.288405088,3.579041756,2.422759412,5.03148407,13.49830164,6.835222665,7.01521231,8.514451405,20.31266985,0.089936372,2.671176,9.846143297,10.25707918,1.103535337,0.096945338,8.22916096,0.190225269,0.698965138,5.441741034,4.127655262,0.970664183,1.266629495,3.272756801,13.17107019,10.05548749,0.078814965,0.043410502,0.053240631,0.709309886,16.10121493,0.110704563,,0.058739199,0.042225292,1.726220311,1.646106207,1.754832846,0.133746283,0.585341811,2.986145069,0.796482178,4.039213871,3.086816476,30.72438838,4.454279079,17.58334787,0.486713603,0.137837472,9.776532824,0.946574352,0.55769417,1.279539199,2.217244383,1.203296514,0.402031695,0.184971373,,23.77496656,0.047987211,10.90935548,,1.022112392,8.539060941,7.752871513,,2.353414283,6.791534439,0.202648942,2.757686934,13.04184907,0.274150037,,5.685698729,6.977916282,0.63444595,,0.420644277,0.18034657,0.163802135,1.60052006,0.147727335,0.47767114,3.981644008,8.366138044,6.504843314,0.472226152,0.662405663,3.397495856,2.580903031,7.408413077,5.958393031,6.331475488,2.886488694,7.353550459,2.902792883,15.64995513,0.257600379,0.342851796,,12.40832521,5.157779846,0.050662258,8.972262748,2.234381186,,0.334978387,8.805371668,5.016311648,10.25576863,22.88747811,2.559595573,0.066774551,0.081399008,2.66204907,0.286028137,0.052978505,2.906534533,,,0.569735468,0.598426854,3.850786713,,8.756641407,3.817068168,2.932774932,1.957264957,0.828025768,0.16068793,0.162425402,,15.90653728,0.029414604,9.558849984,7.470425241,5.58977237,0.55702015,0.141567279,0.752413443,1.136476427,6.667768345,4.963075625,7.738099275,,6.247499224,0.439416299,,1.658185208,0.607777334,0.421113901,1.083178511,0.674824063,11.52348848,3.007053325,34.02167927,0.072239209,8.911887209,15.32173112,0.118810881,,0.557347125,1.204131455,0.798738711,5.380323054,0.434265709,0.395054629,0.535411593,13.69289342,0.42311298,6.562909236,1.479651206,0.192100839,13.02158125,11.4074432,7.519535585,0.551854641,0.152107126,9.160536254,3.723336952,5.329745327,0.310050004,0.190616043,3.616413949,0.413635289,6.973974121,6.235622419,2.823914405,4.381199639,2.629647788,0.103742353,0.857725814,,0.199457244,0.491147751,13.89556491,1.596230294,1.909824104,9.5944393,0,,0.043119891,13.52362648,28.45935428,9.654328092,19.2257641,1.270677533,5.315044602,0.433633416,5.627508995,0.337997052,,,0.613984559,0.518322002,1.286040238
1984,0.275437962,2.498909547,3.316259636,,0.518398262,,2.242281448,3.568349324,2.420431881,12.46828934,13.96171476,7.172527371,6.965889431,7.68765083,21.94639053,0.097046815,2.903462778,9.865583167,10.63102617,1.078192598,0.104424107,8.031958259,0.231280508,0.644489394,13.4845447,4.315825121,0.949989538,1.251542558,3.160354426,8.926225766,9.737121469,0.060031148,0.045400213,0.057523943,0.636573112,16.60932952,0.251203525,,0.059527536,0.043934059,1.811420675,1.766785215,1.697565118,0.130261661,0.569255033,1.298906942,0.73470069,4.238393154,3.23685597,76.79744398,4.494510045,18.17215331,0.533529147,0.131580304,9.915560733,0.920409466,0.611209964,1.176437066,2.34839292,1.308729563,0.332126153,0.225165156,,23.82298546,0.042096386,11.0402127,,0.812329976,8.633608289,7.511237834,,2.520721173,7.174679662,0.208790516,2.76133739,13.32040249,0.187341385,,5.778510535,10.78916372,0.625268526,,0.440615725,0.181094926,0.181920764,1.808359976,0.147575169,0.459276678,4.16696431,8.558936257,7.550578487,0.473930654,0.692779158,3.284436742,2.586389883,7.318792609,5.763672857,6.439413059,2.270487767,7.778403296,3.135776153,15.50328468,0.230062364,0.336465763,,15.59284361,5.102096205,0.050330279,8.993762043,2.122041069,,0.319856462,7.932620891,5.164269493,10.2657446,24.61650341,2.185754417,0.086507092,0.075784146,2.369149149,0.317938261,0.054148772,3.938327468,,,0.51426718,0.619146768,3.764456423,,8.749676053,3.432635981,3.080151739,1.968481375,0.808772096,0.121589642,0.18109871,,15.33292308,0.040919144,9.976016358,7.669292846,5.949100709,0.50238114,0.141501486,0.853306959,1.206056616,7.070649048,5.209178743,8.166251433,,6.324873989,0.45271861,,1.335179134,0.60587382,0.433405122,1.069837121,0.576124892,11.72743336,2.886648871,35.31462407,0.063371177,8.382955256,15.34465882,0.1046555,,0.553725253,1.210382256,0.869511962,5.928802589,0.597775743,0.39544547,0.490884906,12.63264335,0.517865509,6.900224559,1.468951385,0.167895802,12.18143783,11.72068806,7.899221702,0.533382105,0.112180524,9.631073192,3.951875698,5.156994176,0.24268901,0.167047231,4.056275597,0.492275983,6.845790792,6.074518327,3.225822924,4.408738003,2.577921939,0.107378922,0.908939921,,0.214890955,0.490940199,14.77480002,1.588521858,1.972820288,9.436035122,0,,0.039705994,13.59047643,35.27822852,9.353447772,20.02942394,1.142921727,5.229657634,0.423182648,5.485850074,0.299540141,,,0.667909755,0.432239346,1.176343536
1985,0.333078994,2.484925395,3.280595114,,0.468987839,,3.830248432,3.319273228,2.585479821,14.52479916,14.22528973,7.189299183,7.386049333,6.13820725,23.44955396,0.106182739,3.279076891,10.56558479,10.52620233,1.16577743,0.155303071,8.103972236,0.247127101,0.643601336,15.66111249,4.368529142,1.016769942,1.316760584,3.607938191,11.67887484,10.00566778,0.05969532,0.046650946,0.056628919,0.659978821,16.31790639,0.247950711,,0.063147381,0.036142274,1.727366215,1.884557213,1.639469199,0.126798882,0.618262301,1.319805487,0.809139433,4.299709056,3.207789817,89.98397589,4.298421133,17.91826428,0.700877904,0.117269286,11.71619541,0.896086686,0.665288564,1.128346514,2.091209167,1.275229839,0.402993219,0.174301428,,25.53405401,0.044648304,11.33560066,,0.787657345,10.1075747,7.351691601,,3.144825086,7.353919872,0.201189778,2.95455946,13.44840328,0.233543077,,6.074293041,9.569710635,0.619312759,,0.440836919,0.179501238,0.191325737,1.835192469,0.148829428,0.429770269,4.228150962,8.140984794,6.716699023,0.509575308,0.733434812,3.382053884,2.805433793,7.630223212,5.884503265,6.514926382,2.199665798,7.533091971,3.060703066,16.43627604,0.193572323,0.329555675,,15.38940431,5.410381485,0.054837444,9.641957528,2.406415124,,0.319717965,8.41464881,6.355049468,10.97264469,25.20506677,2.547097671,0.102255387,0.072957942,2.404651534,0.346417485,0.049511148,3.43179097,,,0.375578735,0.689385232,3.838156814,,9.337188524,4.687083278,3.12740853,2.307927652,0.791660579,0.089502696,0.181000959,,14.98616625,0.038540365,10.12558537,9.085672064,6.687765959,0.527446736,0.137739652,0.833113488,1.286516854,7.466031775,5.289272467,7.774722423,,6.368558379,0.48200939,,1.241155815,0.616403569,0.437788396,0.985212145,0.508990076,11.95583494,2.713812367,33.83132715,0.072018653,8.587897118,16.43247578,0.098224726,,0.550977444,1.217160213,0.966019088,5.295647985,0.594665753,0.462078947,0.515538379,13.37609952,0.406474453,7.017342746,2.214556337,0.176875404,12.06149381,11.49217605,8.027480412,0.542001313,0.129305827,9.595047712,4.092811365,5.196813676,0.243382907,0.190621645,4.121951283,0.625968109,7.433211763,6.148683488,2.788123169,4.342688525,2.700425997,0.103586125,0.944594459,,0.197520881,0.490773273,17.27234463,1.599833175,2.14867217,9.903886399,0,,0.041020911,14.61650074,35.99217418,9.879894345,19.78613031,1.085834421,5.490687946,0.908285068,5.805351981,0.352732601,,,0.776792942,0.408692267,1.17526982
1986,0.299910743,2.512559524,3.324821317,,0.448465213,,3.850135987,3.387179517,2.423732756,2.781280498,13.99176346,7.100137329,7.578461626,5.624312212,24.44046593,0.116063879,3.5430197,11.91487276,10.35282315,1.227219168,0.137101215,7.524957585,0.225222428,0.577079088,2.979269497,4.53106852,0.904124016,1.412443865,4.024604569,9.996301373,10.25317979,0.058478328,0.046512034,0.056432856,0.197098464,15.49650788,0.170284456,,0.062400552,0.036509214,1.759758399,1.95237609,1.627307598,0.113886673,0.499985176,1.332848308,0.905069054,4.468173937,3.277501397,17.27044958,4.850520414,18.03943246,0.540921718,0.105458978,11.48614214,0.889470782,0.668847855,1.239044448,1.601048082,1.446648398,0.395812495,0.202901761,,25.21309902,0.052953411,10.67092652,,0.805337046,10.81995506,7.048463926,,3.164581989,5.623736284,0.181353911,2.896253249,13.46306818,0.211620906,,5.864547337,6.069573957,0.653682614,,0.44974433,0.17572619,0.200410886,1.358736669,0.130228607,0.404157351,4.647163892,7.923339665,7.315178935,0.534303326,0.722298181,3.017657572,2.924755612,8.120872585,6.13406652,6.41231755,1.963494512,7.495338213,3.182548504,16.4196778,0.206196367,0.268361996,,17.90072928,5.252729092,0.054269448,9.026789271,2.260694496,,0.313496917,8.919610222,7.18509518,9.805910509,24.74726349,2.923960987,0.107390823,0.069844835,2.577451645,0.408710863,0.045546343,4.214535447,,,0.207857691,0.768747329,3.849322982,,8.939781267,4.870826717,3.250009463,2.647877145,0.81859161,0.075689804,0.179821113,,18.90700129,0.038858944,9.869048762,8.604581166,6.992169538,0.585537395,0.120725709,0.853014337,1.367164179,7.996481728,5.500549946,8.346884756,,6.806558749,0.487570266,,1.217111119,0.585537663,0.455057127,1.077525194,0.517283618,12.06964068,3.018780285,34.70057124,0.073374364,8.901878673,16.30533886,0.091912591,,0.548585118,1.399508224,0.978414064,7.599234205,0.592092505,0.48452499,0.470752345,15.17455344,0.392854296,7.308640425,2.413172338,0.175434442,12.40152204,11.50868984,8.353397464,0.537087255,0.133649771,9.475849332,4.216757906,4.900459716,0.224310646,0.195268856,4.477638567,0.62726837,7.371771362,6.495951121,2.848761036,4.77352507,2.509627927,0.097649358,0.946181969,,0.246533522,0.490656997,14.26769815,1.574777093,2.30205011,10.64396649,0,,0.045319865,14.50098029,32.02164912,10.02353429,19.63443627,1.040673023,5.139270414,0.429517613,6.116151552,0.336235344,,,0.71449479,0.415848748,1.454740732
1987,0.301644192,2.300137506,3.556480149,,0.541048173,,4.270197194,3.680020917,2.443631906,6.935764158,14.4286984,7.576732811,6.954646112,5.561423687,24.47826134,0.117421335,3.638258059,10.95266113,10.36226363,1.328634928,0.101028262,10.14033034,0.311385027,0.6022427,2.626611193,4.396617346,1.014781692,1.445729636,4.412268896,13.94923268,10.29502845,0.061247213,0.048305769,0.054669262,0.176635689,16.30230017,0.23115526,,0.099457332,0.037326075,1.762808209,2.05838055,1.63787607,0.120014009,0.603156095,1.327776771,0.931376823,4.342260826,3.285910306,15.37289936,5.542892184,17.82565893,0.689267255,0.116649335,11.37209534,0.858731029,0.672692351,1.447438411,1.544014745,1.412029476,0.476495895,0.238513486,,24.89368136,0.05960988,10.72143211,,0.62534944,11.6649122,6.967907305,,3.108312675,4.430308414,0.194325446,2.90435598,13.22103941,0.221336488,,6.239447626,4.322740009,0.728436664,,0.468184003,0.170585561,0.209164505,1.712700961,0.138098003,0.461541806,5.034585257,8.036580091,7.499430968,0.558212699,0.718463643,3.137275929,3.143977604,8.60241341,6.1352484,6.71024369,2.302412632,7.381520654,3.153222184,15.93303783,0.247508703,0.314299603,,15.31767259,5.045298393,0.053668248,7.395903403,2.262074335,,0.319694965,8.269121783,4.905598722,9.66493882,23.78321629,3.11396757,0.117753854,0.06570642,2.549581326,0.394642018,0.042186231,5.220050173,,,1.751722767,0.884818441,3.945948077,,8.552887182,5.185500682,3.156459199,2.659891107,0.855023865,0.07533865,0.129296103,,17.98721315,0.046964445,10.3221324,8.759146066,7.324038855,0.616776055,0.1300122,0.670395196,1.408147579,8.823334209,5.338893785,7.930908643,,6.13153805,0.508277645,,1.38410112,0.648271567,0.501892192,1.242961276,0.56597929,12.31549207,3.113539716,28.86451882,0.056986286,9.315021533,16.22818,0.090771307,,0.547601255,1.320614172,1.071501682,8.142222222,0.688413707,0.483339629,0.459600394,13.51665226,0.350891056,7.11874958,2.924945934,0.126220122,11.30149762,11.31732951,8.113877737,0.544964102,0.138717441,9.099412218,4.371118833,4.897541986,0.24335929,0.151315843,4.426671908,0.574717037,7.074513208,6.143401137,3.186114625,4.911309206,2.388334051,0.098238899,1.020810519,,0.26093062,0.564317398,14.20213051,1.495980215,2.506181835,10.43305336,0,,0.048113159,14.32245907,30.1098604,10.05990851,20.11944116,1.158138831,5.110773768,0.340335534,6.037600686,0.371972014,,,0.723985933,0.376847115,1.63515167
1988,0.275139501,2.246140767,3.452870431,,0.456526297,,4.466725016,3.83091404,2.759324921,9.511440652,14.56725239,6.98033601,7.025373801,5.908574325,25.12243011,0.131254778,3.651192988,11.06183977,10.05675038,1.425204643,0.10515098,11.36517448,0.316396718,0.630034485,2.565062677,4.513209898,1.031260505,1.429876896,4.519427123,23.24593353,9.836478016,0.063859405,0.043091217,0.054496008,0.200193818,16.99302676,0.207455136,,0.086868493,0.012028368,2.059080277,2.173954449,1.664198558,0.125703923,0.662528802,1.313654019,0.968161839,4.467543859,3.416299352,15.16440981,5.476949735,17.52856518,0.797287524,0.117866485,10.73212089,0.721653118,0.780715087,1.425154374,1.722062696,1.368538245,0.470578906,0.246207601,,24.72707501,0.059312713,11.23575885,,0.719245915,10.52409947,6.895630625,,2.851442451,4.643597173,0.190667095,2.99423556,13.11234056,0.220376989,,6.625556771,9.966409873,0.95381319,,0.473865977,0.171636266,0.229227637,1.850220845,0.151648791,0.515893928,5.168863338,7.480622737,7.366845793,0.589750145,0.755408331,3.360898519,3.951611982,8.542979906,6.549064293,6.810592063,1.921815182,8.025064549,2.906710647,16.68880424,0.22121858,0.306696429,,15.41697567,5.034694063,0.052150192,7.21334934,2.124786095,,0.33168022,8.991623908,6.406026338,9.796111932,24.36775638,2.969785317,0.114734024,0.061850776,2.594263007,0.45114605,0.04444806,5.611833534,,,1.670648273,0.802110248,3.874480833,,8.853799155,5.542029472,3.238656806,2.674208558,0.882389519,0.077658232,0.105142318,,17.46286854,0.052133075,9.863132606,8.857995917,7.674693803,0.55537773,0.12486897,0.779415126,1.418505614,9.864134428,5.495410279,8.454782378,,6.478000632,0.533560744,,1.241448986,0.597447964,0.557610906,1.183235804,0.637973128,11.74836314,3.249186147,28.86796298,0.083775729,9.312334784,16.63267296,0.099556009,,1.097663271,1.596089156,1.18909563,10.43214173,0.588457832,0.503260636,0.415952774,13.74580791,0.381070946,7.329926226,2.8434289,0.112913147,12.24809964,11.08029079,8.37914886,0.516333915,0.140172539,9.163396454,4.907212878,5.09151966,0.206072159,0.216575692,4.659831551,0.548843579,6.781314473,6.167818779,3.146321613,5.595536095,2.501303916,0.091438036,1.132550217,,0.26371181,0.71080979,12.72109931,1.548584496,2.385946944,10.48835355,0,,0.052329013,14.1585367,28.56574375,10.01347119,20.84522253,1.555027033,5.138860006,0.459506159,6.156758473,0.360296622,,,0.770970898,0.426221755,1.67519461
1989,0.259051483,2.737873768,3.206503849,,0.430324827,,4.491011377,3.638041762,2.744196514,10.03978575,15.29099839,7.047321761,6.891287019,7.328253476,23.4170549,0.12758062,3.820891254,10.50690197,10.74673172,1.681356501,0.114497317,13.66514332,0.220080888,0.714966271,4.837352776,4.481358913,1.097819649,1.432879814,4.370286926,24.98768817,9.822577952,0.092267387,0.049773927,0.052581237,0.683339192,16.99009698,0.225067709,,0.091461098,0.018091499,2.438778976,2.171740502,1.653748285,0.122254423,0.644883939,1.298983692,0.952679132,4.445935749,3.393033676,28.91707806,5.696689266,16.72383589,0.721106264,0.124964498,9.483008144,0.745302281,0.837784923,1.469606233,1.973881962,1.289402188,0.483264005,0.261473618,,25.1054337,0.060483652,12.19014529,,0.809106721,10.56464178,7.114473384,,2.625102265,6.019284711,0.17958813,2.974245985,12.78304401,0.204179427,,7.171068409,8.547506239,1.033923244,,0.473803043,0.170171407,0.240889799,1.571928165,0.150807152,0.545477561,5.239480259,7.301715572,7.494803234,0.634557463,0.735815076,3.545507242,4.141689967,8.63002876,6.727183742,7.136854584,2.8331504,8.28811819,2.7423516,15.8479803,0.231706523,0.29936271,,16.18614913,4.82401991,0.055044292,6.727920374,2.189985993,,0.263036369,8.975332454,6.599428712,9.779045792,26.12104025,3.052149785,0.080248015,0.061401248,2.9426251,0.571633087,0.047398475,5.993744024,,,1.433730256,0.976451329,4.031723608,,8.596592847,4.93157144,3.210112323,2.690655407,0.938404936,0.079044262,0.11206293,,16.92993767,0.046673095,10.88631317,9.468340687,7.634994173,0.355568191,0.127401484,0.454146586,1.43125,10.20976615,5.461683827,8.07837762,,5.826513358,0.540130666,,1.046597194,0.540233659,0.562702592,1.006371949,0.64706834,11.12773018,4.073943783,33.4798171,0.066448874,9.345511944,16.32244663,0.095806846,,1.10295003,1.608899297,1.173882398,16.23516379,0.685042735,0.501959663,0.405568564,13.2495859,0.500134393,7.293820148,3.333665041,0.089857022,13.9199163,10.53354758,8.310153622,0.512525432,0.135326062,8.811031687,5.130208032,5.788955624,0.202877183,0.165589468,4.534724263,0.527899926,6.528032628,5.931066256,2.847849739,6.034310466,2.404673565,0.084692577,1.314406059,,0.272128943,0.707630694,12.82030871,1.607020787,2.580795349,10.34108441,0,,0.047008719,13.26666595,30.24047906,10.1894858,20.95170657,1.566421521,5.175705478,0.4232068,5.632656564,0.265753277,,,0.771816392,0.343065767,1.636515719
